0,1,key1,key2,key3,key4,cos1,cos2,cos3,cos4,diff1,diff2,diff3,diff4,shots,locations,cat1,cat2,cat3,cat4
1590336047,"{1590336032: 0.448418527841568, 1590337208: 0.43627768754959106, 1590337241: 0.39509937167167664, 1570154762: 0.3832528293132782, 1590323561: 0.3707435429096222, 1590337247: 0.3592287302017212, 1572527597: 0.35486355423927307, 1572527786: 0.3447614312171936}",1590336032,1590337208,1590337241,1570154762,[cosHint lv4],[cosHint lv4],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv2],[diffHint lv2],[diffHint lv1],['View over '],"['Death Valley National Park Nevada U', 'Harmony Borax Works Death Valley National Park Nevada USA', 'Death Valley National Park Nevada USA', 'Las Vegas Nevada USA', 'Las Vegas Nevada USA', 'Las Vegas Nevada USA']",[outdoors],[outdoors],[outdoors],[outdoors]
1766922825,"{1590358559: 0.3709504008293152, 1766921538: 0.3048229515552521, 1590359207: 0.3040304481983185, 1766922819: 0.29854676127433777, 1590359192: 0.2978784739971161, 1766923878: 0.28297242522239685, 1766922816: 0.2599579095840454, 1590316793: 0.2534818649291992}",1590358559,1766921538,1590359207,1766922819,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv3],[],[],[outdoors],[outdoors],[outdoors],[outdoors]
1588004099,"{1588004090: 0.4449874758720398, 1588004078: 0.39727702736854553, 1590179291: 0.3548873960971832, 1587982265: 0.340562641620636, 1570573520: 0.3401573896408081, 1570154900: 0.3395881652832031, 1570573415: 0.328649640083313, 1588004081: 0.327289342880249}",1588004090,1588004078,1590179291,1587982265,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],"['Close up of', 'Close up of', 'Close up of']",[],[outdoors],[outdoors],[food],[outdoors]
1297787474,"{1297787516: 0.37980523705482483, 1663685435: 0.36551639437675476, 1663818017: 0.3576221466064453, 1297774214: 0.34676593542099, 1297787504: 0.3460005819797516, 1571663795: 0.3389069736003876, 1855878308: 0.33476755023002625, 1663683767: 0.3296026587486267}",1297787516,1663685435,1663818017,1297774214,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[electronics],[indoors],[indoors],[misc]
1588016237,"{1588016240: 0.3926681578159332, 1587849554: 0.3466428816318512, 1587031694: 0.3153866231441498, 1587031193: 0.28743696212768555, 1588020011: 0.28133293986320496, 1588020491: 0.2716123163700104, 1586663939: 0.2694258987903595, 1857297548: 0.2604507803916931}",1588016240,1587849554,1587031694,1587031193,[cosHint lv3],[cosHint lv3],[cosHint lv2],[cosHint lv1],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Close up of'],['Andechs Abbey and Canola field Bavaria Germany'],[outdoors],[outdoors],[outdoors],[outdoors]
1578225890,"{1578207938: 0.3107960820198059, 217375592: 0.29899337887763977, 1587845741: 0.2951260805130005, 1587845309: 0.28845202922821045, 1578932987: 0.2883002758026123, 1578225902: 0.28776293992996216, 1578225272: 0.2824443280696869, 1578212924: 0.27785518765449524}",1578207938,217375592,1587845741,1587845309,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[misc],[indoors],[indoors],[indoors]
1844764331,"{1844764334: 0.5619146823883057, 1865993414: 0.40941524505615234, 1844764340: 0.39167341589927673, 1844764379: 0.36819711327552795, 1865999603: 0.3499632179737091, 1844764391: 0.3419289290904999, 1844764352: 0.3302538990974426, 1844764277: 0.329618364572525}",1844764334,1865993414,1844764340,1844764379,[cosHint lv4],[cosHint lv4],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv3],[diffHint lv3],['Vertical portrait of'],[],[outdoors],[outdoors],[outdoors],[outdoors]
1587991070,"{1587150074: 0.2530282437801361, 1586722964: 0.22734926640987396, 1844727554: 0.2262054681777954, 1587989924: 0.224992036819458, 1878695690: 0.2245517075061798, 1571615228: 0.2245302051305771, 1587991013: 0.22378787398338318, 1587990881: 0.2235318273305893}",1587150074,1586722964,1844727554,1587989924,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv2],['Low angle view of'],[],[indoors],[office],[office],[indoors]
1586690978,"{1586689157: 0.39587318897247314, 1845993722: 0.35496315360069275, 1847201882: 0.3510800898075104, 1586691008: 0.34921711683273315, 1862081231: 0.34802740812301636, 1586690990: 0.34065860509872437, 1840559729: 0.3396865427494049, 1847201891: 0.3377133905887604}",1586689157,1845993722,1847201882,1586691008,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv3],"['Portrait ', 'Portrait ', 'Portrait ']",[],[office],[office],[office],[misc]
1716617834,"{1590316619: 0.37666353583335876, 1590360536: 0.37366974353790283, 1817411052: 0.35366085171699524, 1297774409: 0.3507176339626312, 1851485519: 0.33906030654907227, 1586730098: 0.3329048752784729, 1859143175: 0.3311805725097656, 1571589998: 0.3265150487422943}",1590316619,1590360536,1817411052,1297774409,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['View of'],[],[outdoors],[outdoors],[outdoors],[outdoors]
1588025555,"{1587989972: 0.37594103813171387, 1571663726: 0.35477113723754883, 1590053357: 0.3297123908996582, 1572535982: 0.3142063617706299, 1578921359: 0.3018948435783386, 1864651109: 0.30169472098350525, 1578902441: 0.2990386486053467, 1578205904: 0.29712390899658203}",1587989972,1571663726,1590053357,1572535982,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait of', 'Detail of']",[],[misc],[indoors],[outdoors],[outdoors]
217368851,"{217368329: 0.48067036271095276, 217368335: 0.37371429800987244, 217368263: 0.35230040550231934, 217368557: 0.2896280586719513, 217368203: 0.2890157103538513, 217378889: 0.2797606587409973, 1587142646: 0.27813971042633057, 1585868759: 0.2706970274448395}",217368329,217368335,217368263,217368557,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv1],[diffHint lv2],[diffHint lv2],[diffHint lv2],[diffHint lv2],[],"['Bora Bora French Polynesia', 'Burano Venice Italy', 'Antarctica']",[animals],[animals],[animals],[outdoors]
1852925666,"{1852925702: 0.24421998858451843, 1852925822: 0.2427048683166504, 1855882814: 0.23780202865600586, 1852925792: 0.233232319355011, 1852925582: 0.23297014832496643, 1576772051: 0.23147910833358765, 1766903694: 0.2310253530740738, 1725713093: 0.23076987266540527}",1852925702,1852925822,1855882814,1852925792,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv3],[diffHint lv2],[diffHint lv1],[diffHint lv2],"['Elevated vertical view of', 'Horizontal shot of', 'Horizontal shot of']",[],[stocky_setting],[misc],[outdoors],[food]
1590338147,"{1766908251: 0.2776530981063843, 1852961663: 0.25878453254699707, 1588023983: 0.254623681306839, 1590224714: 0.25457584857940674, 1725714137: 0.25159451365470886, 1578922415: 0.25037240982055664, 1587994115: 0.2502070963382721, 1578922445: 0.24935390055179596}",1766908251,1852961663,1588023983,1590224714,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['View to', 'portrait']",['Diessen with Marienmuenster in background Ammersee Bavaria Germany'],[outdoors],[outdoors],[misc],[outdoors]
1859237018,"{1859237117: 0.40809088945388794, 1277232758: 0.3220050632953644, 1859237114: 0.3187549412250519, 1650267005: 0.3177511990070343, 1277231648: 0.31542491912841797, 1567863530: 0.3043776750564575, 1860761597: 0.30432313680648804, 1567864799: 0.3017956614494324}",1859237117,1277232758,1859237114,1650267005,[cosHint lv4],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv3],[diffHint lv1],[diffHint lv3],[diffHint lv1],"['A front view of', 'A horizontal side view of']",[],[office],[office],[outdoors],[outdoors]
1297732649,"{1277238101: 0.33420994877815247, 1277238440: 0.31911176443099976, 1571664065: 0.2997227609157562, 1576745486: 0.2949152886867523, 1844765960: 0.2893657684326172, 1572661505: 0.2891260087490082, 1586666192: 0.2887355387210846, 1304265911: 0.2874709665775299}",1277238101,1277238440,1571664065,1576745486,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[food],[food],[outdoors],[indoors]
1864643783,"{1578932780: 0.3615594804286957, 1864643801: 0.34375089406967163, 1862121671: 0.34252268075942993, 1864640678: 0.3343147039413452, 1571664776: 0.33385565876960754, 1864640672: 0.32571396231651306, 1590347606: 0.32482269406318665, 1862121440: 0.3105410933494568}",1578932780,1864643801,1862121671,1864640678,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv3],[diffHint lv1],[diffHint lv2],"['Horizontal shot of', 'Close up of', 'Low angle view of', 'Rear View of']",[],[electronics],[electronics],[indoors],[indoors]
1590044102,"{1670246444: 0.41882413625717163, 1590034352: 0.37934714555740356, 1572477389: 0.3626379668712616, 1576771991: 0.3497258126735687, 1590053546: 0.33041319251060486, 1576782605: 0.3177976608276367, 1578212948: 0.29296886920928955, 1571663726: 0.2891405522823334}",1670246444,1590034352,1572477389,1576771991,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],"['A portrait of', 'Portrait of']",[],[misc],[misc],[misc],[misc]
1576738349,"{1588027574: 0.3846672773361206, 1297750337: 0.30844631791114807, 1576774451: 0.2957794964313507, 1571663798: 0.2835383713245392, 1277237165: 0.281036913394928, 1576782605: 0.2794913947582245, 1587990356: 0.27892789244651794, 1586659112: 0.2757298946380615}",1588027574,1297750337,1576774451,1571663798,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Portrait of'],[],[misc],[misc],[electronics],[indoors]
1570518995,"{1588014650: 0.2931882441043854, 1868709419: 0.2890453040599823, 1588015154: 0.2869592010974884, 1844767097: 0.28470104932785034, 1570518947: 0.28117474913597107, 1844767151: 0.27069973945617676, 1572486317: 0.2671276330947876, 1865856611: 0.26677191257476807}",1588014650,1868709419,1588015154,1844767097,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Rear view of'],"['Wuerm River Starnberg Bavaria Germany', 'Wuerm River Starnberg Bavaria Germany', 'Miami Beach Florida USA', 'Basilica Nossa Senhora de Nazare Belem Brazil']",[electronics],[outdoors],[office],[office]
1864651109,"{1277240018: 0.32083138823509216, 1864613927: 0.3036172091960907, 1588025555: 0.30169472098350525, 1587994226: 0.30022045969963074, 1578939221: 0.29809361696243286, 1590338246: 0.29279276728630066, 1864651091: 0.2880260646343231, 1571518010: 0.2864125370979309}",1277240018,1864613927,1588025555,1587994226,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Close up of'],[],[outdoors],[indoors],[misc],[misc]
1869314573,"{1869314531: 0.5354152917861938, 1869314600: 0.3781561553478241, 1590067634: 0.3598346412181854, 1869311939: 0.35599660873413086, 1587647735: 0.3385508358478546, 1878782306: 0.3298529386520386, 1869314594: 0.32106828689575195, 1766928495: 0.320639967918396}",1869314531,1869314600,1590067634,1869311939,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv2],"['Vertical shot of', 'Vertical wide shot of', 'Wide shot of', 'Wide shot of']",[],[outdoors],[outdoors],[outdoors],[outdoors]
1873346108,"{1873346105: 0.4099953770637512, 1866112205: 0.400809645652771, 1811160824: 0.36812737584114075, 1811160929: 0.34696537256240845, 1908116630: 0.34233880043029785, 1908116555: 0.34033358097076416, 1586666978: 0.33880338072776794, 1873346210: 0.3360559642314911}",1873346105,1866112205,1811160824,1811160929,[cosHint lv4],[cosHint lv4],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Silhouetted of', 'Silhouetted reflection of', 'Silhouetted reflection of']",[],[misc],[outdoors],[outdoors],[misc]
1297792586,"{1840650146: 0.298846036195755, 1840650098: 0.2567634582519531, 1588015331: 0.23428216576576233, 1581301721: 0.23218314349651337, 1297793720: 0.2254100888967514, 1590179306: 0.2204771637916565, 1874804267: 0.21798470616340637, 1590047366: 0.21335552632808685}",1840650146,1840650098,1588015331,1581301721,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[indoors],[indoors],[outdoors],[office]
1581271697,"{1852935032: 0.22039979696273804, 1865943602: 0.21793942153453827, 1590220535: 0.21679073572158813, 1813180649: 0.21574844419956207, 1277282846: 0.21484826505184174, 1590220547: 0.21241088211536407, 1878690515: 0.21215936541557312, 1844727506: 0.211091548204422}",1852935032,1865943602,1590220535,1813180649,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[indoors],[outdoors],[indoors],[misc]
1587141221,"{1587110885: 0.3150149881839752, 1587038600: 0.3063645660877228, 1587849458: 0.30608558654785156, 1590317645: 0.29878470301628113, 1811160950: 0.2613860070705414, 1570357136: 0.24663010239601135, 1590201239: 0.24294838309288025, 1587845750: 0.2427634745836258}",1587110885,1587038600,1587849458,1590317645,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Still life of', 'View of', 'Portrait of', 'Low angle view of']",[],[food],[food],[outdoors],[outdoors]
1587140930,"{1277367191: 0.3027297258377075, 1663817615: 0.2913699150085449, 1576777208: 0.2780419588088989, 1590164891: 0.26338478922843933, 1851487394: 0.260402113199234, 1578906950: 0.2578941285610199, 1586724557: 0.25194886326789856, 1663818551: 0.2460704892873764}",1277367191,1663817615,1576777208,1590164891,[cosHint lv2],[cosHint lv2],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Still life view of', 'Close up of', 'Portrait of', 'Portrait of']",['Paulus Castello Genova'],[outdoors],[indoors],[outdoors],[outdoors]
1669109912,"{1590338870: 0.309563547372818, 1590102614: 0.29054564237594604, 1665809786: 0.28764793276786804, 1665809720: 0.27215585112571716, 1587139070: 0.27007272839546204, 1567879982: 0.26536059379577637, 1277234618: 0.2614623010158539, 1588012886: 0.2581767439842224}",1590338870,1590102614,1665809786,1665809720,[cosHint lv2],[cosHint lv2],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Close up of'],['Nymphenburg Palace Munich Germany'],[indoors],[indoors],[indoors],[indoors]
1860742169,"{1860742184: 0.34899210929870605, 1572524303: 0.31064578890800476, 1590319388: 0.3008326292037964, 1572538769: 0.29999086260795593, 1859142956: 0.2997407913208008, 1864637789: 0.29181811213493347, 1572509090: 0.2889840304851532, 1864637657: 0.28877365589141846}",1860742184,1572524303,1590319388,1572538769,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Portrait of', 'Rear View of', 'Vertical shot of', 'Full length shot of']",[],[outdoors],[outdoors],[outdoors],[misc]
1840649675,"{1840649672: 0.37355589866638184, 1840649684: 0.33870071172714233, 1567864808: 0.31467485427856445, 1860742052: 0.31449398398399353, 1277231648: 0.2982695400714874, 1878688475: 0.28995460271835327, 1859237084: 0.28826865553855896, 1567864766: 0.27514132857322693}",1840649672,1840649684,1567864808,1860742052,[cosHint lv3],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],"['A portrait shot of', 'A portrait shot of', 'A portrait shot of']",[],[indoors],[indoors],[outdoors],[office]
1570300715,"{1570340042: 0.3892800807952881, 1570236710: 0.34083423018455505, 1570348097: 0.3274218440055847, 1590160778: 0.31268778443336487, 1590160808: 0.30678749084472656, 1590209231: 0.2997254431247711, 1572527786: 0.29913318157196045, 1571333384: 0.29811403155326843}",1570340042,1570236710,1570348097,1590160778,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['View to', 'View over']","['Pfarrkirche St Sebastian with Reiteralm in background Ramsau bei Berchtesgaden Bavaria Germany', 'Doric temple of Segesta Province of Trapani Sicily Italy', 'Marinella near Agrigento Sicily Italy', 'Piazza Armerina Sicily Italy', 'Alps Flachauwinkl Salzburg Austria']",[outdoors],[outdoors],[outdoors],[outdoors]
1571347718,"{1571347796: 0.3276277184486389, 1590329693: 0.28728851675987244, 1571347802: 0.2829410433769226, 1590357704: 0.2675655782222748, 1590220055: 0.26744508743286133, 1587850121: 0.24727728962898254, 1587843029: 0.24577215313911438, 1590219863: 0.23861606419086456}",1571347796,1590329693,1571347802,1590357704,[cosHint lv3],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv3],[diffHint lv1],[diffHint lv3],[diffHint lv1],"['Close up of', 'View to']","['Berlin Germany', 'Brandenburg Gate with Quadriga in backlight Berlin Germany', 'Lindau Island Lindau Lake Constance Bavaria Germany']",[outdoors],[outdoors],[outdoors],[outdoors]
1578924929,"{1578922244: 0.3590461313724518, 1578927227: 0.3384166657924652, 1578924779: 0.2752699851989746, 1297789868: 0.25649186968803406, 1571327426: 0.24739134311676025, 1571327411: 0.24413561820983887, 1578924989: 0.2433597594499588, 1578924698: 0.24298420548439026}",1578922244,1578927227,1578924779,1297789868,[cosHint lv3],[cosHint lv3],[cosHint lv1],[cosHint lv1],[diffHint lv2],[diffHint lv2],[diffHint lv2],[diffHint lv1],['A portrait of'],[],[misc],[misc],[misc],[outdoors]
1572508223,"{1578224426: 0.2692945599555969, 1578922295: 0.26872098445892334, 1572537347: 0.26824453473091125, 1571615228: 0.266886830329895, 1671843695: 0.2668740749359131, 1588016057: 0.2656669020652771, 1571663798: 0.26497840881347656, 1572477389: 0.2637632489204407}",1578224426,1578922295,1572537347,1571615228,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Close up of ', 'Portrait of']",[],[indoors],[misc],[misc],[indoors]
1864613948,"{1839589307: 0.2953232228755951, 1839589319: 0.29380130767822266, 1297776680: 0.2903355360031128, 1671841082: 0.2766769230365753, 1587110939: 0.2717248797416687, 1587034640: 0.271511971950531, 1277239442: 0.2575822174549103, 1571580047: 0.2528108060359955}",1839589307,1839589319,1297776680,1671841082,[cosHint lv2],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Vertical shot of', 'Rear view of', 'Horizontal shot of']",[],[indoors],[indoors],[indoors],[misc]
1578922253,"{1572498467: 0.25338542461395264, 1578922406: 0.24878719449043274, 1572463142: 0.2487765997648239, 1590360671: 0.2477472573518753, 1571330813: 0.24405638873577118, 1571330825: 0.24342021346092224, 1578922295: 0.24292191863059998, 1588010177: 0.2402563840150833}",1572498467,1578922406,1572463142,1590360671,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],[],[],[outdoors],[misc],[misc],[outdoors]
1587031670,"{1586722523: 0.3848665654659271, 1873346105: 0.3735630214214325, 1873346108: 0.3161037266254425, 1567877750: 0.2920930087566376, 1587131942: 0.2807042598724365, 1873346210: 0.2720799744129181, 1811160824: 0.26946040987968445, 1851483932: 0.26745399832725525}",1586722523,1873346105,1873346108,1567877750,[cosHint lv3],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['View of', 'High angle view of', 'View of', 'Low angle view of']","['Starnberg District Upper Bavaria Germany', 'Pfullendorf Sigmaringen Baden Wuerttemberg Germany']",[animals],[misc],[misc],[outdoors]
1860743072,"{1860742115: 0.4051203727722168, 1857297548: 0.34311795234680176, 1586666930: 0.30514928698539734, 1857297566: 0.30315065383911133, 1860726947: 0.29669493436813354, 1586663939: 0.26466935873031616, 1866001007: 0.2595091462135315, 1860726905: 0.25589051842689514}",1860742115,1857297548,1586666930,1857297566,[cosHint lv4],[cosHint lv3],[cosHint lv2],[cosHint lv2],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Vertical shot of', 'Low angle view of', 'Vertical shot of', 'Horizontal shot of']",[],[office],[outdoors],[misc],[office]
1586682896,"{1586682890: 0.2481343299150467, 1855878059: 0.23196035623550415, 1811163218: 0.2279534637928009, 1846008038: 0.22615280747413635, 1586682941: 0.22375936806201935, 1586682917: 0.21832165122032166, 1845993893: 0.2169111669063568, 1846038914: 0.21687863767147064}",1586682890,1855878059,1811163218,1846008038,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],[],[misc],[food],[misc],[food]
216580475,"{1862067386: 0.3945973813533783, 1846752404: 0.3934832215309143, 216580106: 0.3917500376701355, 216580229: 0.38099661469459534, 1297776779: 0.3687463402748108, 1862067380: 0.36685290932655334, 216580118: 0.35452699661254883, 216580091: 0.34563517570495605}",1862067386,1846752404,216580106,216580229,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv2],[diffHint lv2],"['Close up of', 'Close up of', 'Close up of']",[],[outdoors],[outdoors],[outdoors],[outdoors]
1590160451,"{1590163829: 0.2930399179458618, 1570357133: 0.2616630494594574, 1297787645: 0.26064199209213257, 1590323627: 0.25857293605804443, 1571333324: 0.2535361647605896, 1844196023: 0.2521149814128876, 1587031427: 0.25027579069137573, 1572388631: 0.2490239292383194}",1590163829,1570357133,1297787645,1590323627,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Close up of', 'Close up of', 'High angle view of']","['Dischma Valley Davos Graubuenden Grisons Switzerland', 'Dischma Brook and cattle herd Dischma Valley Davos Graubuenden Grisons Switzerland']",[outdoors],[outdoors],[misc],[outdoors]
1570154900,"{1570573520: 0.389223575592041, 1588004099: 0.3395881652832031, 1590179291: 0.32842427492141724, 1590179375: 0.3253327012062073, 1587982256: 0.3239198625087738, 1570573415: 0.3207252025604248, 1588004090: 0.3117230236530304, 1570162160: 0.3108164668083191}",1570573520,1588004099,1590179291,1590179375,[cosHint lv3],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[],"['Zanzibar City Zanzibar Tanzania Africa', 'Zanzibar Tanzania Africa', 'Zanzibar City Zanzibar Tanzania Africa', 'Tsavo East National Park Kenya Africa', 'Tsavo East National Park Kenya Africa', 'Tsavo East National Park Kenya Africa']",[outdoors],[outdoors],[food],[outdoors]
1860742043,"{1590363473: 0.3230537474155426, 1839586298: 0.3124474883079529, 1855878203: 0.29288938641548157, 1857288830: 0.2907513380050659, 1277231348: 0.2876766622066498, 1277228987: 0.2847510576248169, 1852922645: 0.2839092016220093, 1587139037: 0.2837684750556946}",1590363473,1839586298,1855878203,1857288830,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv2],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Low angle view of', 'Vertical portrait of', 'Full length shot of', 'Horizontal shot of']",[],[outdoors],[outdoors],[outdoors],[misc]
1590179417,"{1571686589: 0.2906842827796936, 1585877429: 0.2836781442165375, 1846771040: 0.2816474437713623, 1590317528: 0.2809772491455078, 1590209231: 0.2726444602012634, 1588003487: 0.27239856123924255, 1567889321: 0.27125340700149536, 1590179393: 0.2674429416656494}",1571686589,1585877429,1846771040,1590317528,[cosHint lv2],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Close up of'],"['Norfolk Pine tree', 'Kingston Norfolk Island External Territory of Australia', 'Norfolk Island External Territory of Australia', 'Maori Canoe Waitangi Bay of Islands North Island New Zealand']",[outdoors],[outdoors],[outdoors],[outdoors]
1567878614,"{1567878596: 0.4103296101093292, 216581945: 0.378688782453537, 1570348088: 0.36724019050598145, 216587690: 0.3664857745170593, 1587129488: 0.36619728803634644, 216578222: 0.3603455722332001, 1571333321: 0.35982343554496765, 1570348097: 0.3533974289894104}",1567878596,216581945,1570348088,216587690,[cosHint lv4],[cosHint lv3],[cosHint lv3],[cosHint lv3],[diffHint lv3],[diffHint lv1],[diffHint lv1],[diffHint lv1],['View to'],"['Davos Grisons Switzerland', 'Prattigau near Davos Grisons Switzerland', 'Davos Grisons Switzerland', 'Mediterranean Sea Malta']",[outdoors],[outdoors],[outdoors],[outdoors]
1587106484,"{1840552718: 0.3230981230735779, 1868709527: 0.3179362118244171, 1578932960: 0.2943226993083954, 1862126105: 0.2887558043003082, 1862115431: 0.288181334733963, 1839585545: 0.28440046310424805, 1868703242: 0.2834790349006653, 1587827696: 0.2832385003566742}",1840552718,1868709527,1578932960,1862126105,[cosHint lv3],[cosHint lv2],[cosHint lv2],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['Overview of', 'rear view ']",[],[indoors],[indoors],[electronics],[indoors]
1572544502,"{1873415564: 0.26341763138771057, 1297757039: 0.2503148019313812, 1866091556: 0.23999103903770447, 1571518034: 0.23982034623622894, 1864650971: 0.23529697954654694, 1588025564: 0.2347515970468521, 1576780175: 0.23208925127983093, 1588002734: 0.23172920942306519}",1873415564,1297757039,1866091556,1571518034,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],['Beauty portrait of'],[],[medical],[electronics],[food],[misc]
1859347319,"{1817411028: 0.24696126580238342, 1588014347: 0.24372181296348572, 1590338984: 0.2412126660346985, 1588016909: 0.23056602478027344, 1588017254: 0.23015472292900085, 1843607054: 0.22789202630519867, 1297793864: 0.22781312465667725, 216108536: 0.2266625463962555}",1817411028,1588014347,1590338984,1588016909,[cosHint lv1],[cosHint lv1],[cosHint lv1],[cosHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],[diffHint lv1],"['A high view wide shot of', 'A wide shot of', 'A portrait shot of']","['Wiltshire United Kingdom', 'Bourdeilles Dordogne France']",[outdoors],[outdoors],[food],[outdoors]
